1,1556715293,32768,978592373,
0,978592373,32768,1556715293,
1,1241207368,1556715293,1415090252,
0,1179735656,978592373,2112881577,
1,1641940819,1241207368,194696271,
0,26164677,1179735656,567259857,
1,194696271,1415090252,1690787918,
0,567259857,2112881577,579625837,
0,1168891274,2147450879,590768354,
1,1556715293,32768,978592373,
32768,2112881577,978592373,1179735656,
32768,1415090252,1556715293,1241207368,
1556715293,1133522282,1415090252,579625837,
978592373,280947147,2112881577,1690787918,
978592373,26164677,967747991,1866536500,
1556715293,1641940819,1241207368,1133522282,
